避難所ID,自治体コード,名称,住所,x座標,y座標,避難所面積,収容可能人数,電話番号,付加情報
2810200055,28102,西灘小学校,神戸市灘区船寺通3-4-1,135.2277828,34.7078003,300,39,078-861-8851,土砂災害：○，洪水：○，津波：○
2810200056,28102,原田中学校,神戸市灘区船寺通2-4-1,135.228747,34.707957,500,65,078-861-0431,土砂災害：○，洪水：○，津波：○
2810200057,28102,稗田小学校,神戸市灘区岸地通4-2-1,135.2224081,34.7113389,300,39,078-871-0721,土砂災害：○，洪水：○，津波：○
2810200058,28102,美野丘小学校,神戸市灘区箕岡通1-3-17,135.22118,34.7230792,300,39,078-871-1381,土砂災害：○，洪水：○，津波：○
2810200059,28102,上野中学校,神戸市灘区国玉通1-1-1,135.2228913,34.71930199,500,65,078-871-9681,土砂災害：△，洪水：○，津波：○ 《土砂災害時》正門が土砂災害警戒区域内にあるので注意、早めに避難すること
2810200060,28102,摩耶小学校,神戸市灘区畑原通4-1-1,135.2205719,34.7157272,300,39,078-861-3172,土砂災害：△，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外（稗田小学校・上野中学校）へ避難すること、ただし、警戒区域外への避難が困難な方や余裕のない場合は利用可
2810200061,28102,灘小学校,神戸市灘区千旦通1-5-1,135.2325461,34.7132556,300,39,078-871-0481,土砂災害：○，洪水：○，津波：○
2810200062,28102,六甲山小学校,神戸市灘区六甲山町北六甲4512-42,135.2322536,34.7573864,300,39,078-891-0328,土砂災害：○，洪水：－，津波：－
2810200063,28102,鷹匠中学校,神戸市灘区高徳町2-2-19,135.2438533,34.7201547,500,65,078-841-0041,土砂災害：△，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外（高羽小学校）へ避難すること、ただし、警戒区域外への避難が困難な方や余裕のない場合は利用可
2810200064,28102,烏帽子中学校,神戸市灘区烏帽子町1-2-1,135.2376273,34.710672,500,65,078-851-5777,土砂災害：○，洪水：○，津波：○
2810200065,28102,長峰中学校,神戸市灘区長峰台2-2-1,135.222605,34.7248011,500,65,078-861-3781,土砂災害：△，洪水：○，津波：○ 《土砂災害時》正門が土砂災害警戒区域内にあるので注意、早めに避難すること
2811000066,28110,上筒井小学校,神戸市中央区野崎通1-1-2,135.2113422,34.7106192,300,39,078-241-1080,土砂災害：○，洪水：○，津波：○
2811000067,28110,筒井台中学校,神戸市中央区野崎通1-1-3,135.2100675,34.7093111,500,65,078-241-3201,土砂災害：○，洪水：○，津波：○
2811000068,28110,葺合高校,神戸市中央区野崎通1-1-1,135.2102842,34.7110108,700,91,078-291-0771,土砂災害：○，洪水：○，津波：○
2811000069,28110,宮本小学校,神戸市中央区宮本通2-1-36,135.2117731,34.7067197,300,39,078-221-1600,土砂災害：○，洪水：○，津波：○
2811000070,28110,科学技術高校,神戸市中央区脇浜町1-4-70,135.2135256,34.7043033,700,91,078-272-9900,土砂災害：○，洪水：×，津波：○ 《洪水時》浸水想定区域外の緊急避難場所（宮本小学校、なぎさ小学校、渚中学校）へ避難すること
2811000071,28110,葺合中学校,神戸市中央区熊内町1-4-28,135.2032542,34.7068444,500,65,078-241-0444,土砂災害：×，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外の緊急避難場所（雲中小学校、中央小学校）へ避難すること
2811000072,28110,春日野小学校,神戸市中央区宮本通7-1-6,135.206143,34.70566147,300,39,078-231-2461,土砂災害：○，洪水：×，津波：○ 《洪水時》浸水想定区域外の緊急避難場所（宮本小学校、中央小学校）へ避難すること
2811000073,28110,なぎさ小学校,神戸市中央区脇浜海岸通2-4-1,135.2110122,34.6977428,300,39,078-252-5611,土砂災害：○，洪水：○，津波：○
2811000074,28110,渚中学校,神戸市中央区脇浜海岸通2-1-1,135.2175697,34.7004675,500,65,078-242-4501,土砂災害：○，洪水：○，津波：○
2811000075,28110,雲中小学校,神戸市中央区熊内町3-1-7,135.2001544,34.7059667,300,39,078-231-3441,土砂災害：○，洪水：○，津波：○
2811000076,28110,布引中学校,神戸市中央区熊内町6-7-1,135.1991572,34.7094081,500,65,078-241-0010,土砂災害：×，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外の緊急避難場所（雲中小学校、中央小学校）へ避難すること
2811000077,28110,中央小学校,神戸市中央区神若通7-1-1,135.1996908,34.7017422,300,39,078-231-2421,土砂災害：○，洪水：○，津波：○
2811000078,28110,コミスタこうべ（生涯学習支援センター）,神戸市中央区吾妻通4-1-6,135.2046319,34.6982261,200,26,078-251-4731,土砂災害：○，洪水：○，津波：○
2811000079,28110,葺合公民館,神戸市中央区真砂通2-1-1,135.204535,34.694983,200,26,078-232-4026,土砂災害：○，洪水：○，津波：○
2811000080,28110,勤労会館,神戸市中央区雲井通5-1-2,135.19738,34.6949431,200,26,078-232-1881,土砂災害：○，洪水：○，津波：○
2811000081,28110,こうべ市民福祉交流センター,神戸市中央区磯上通3-1-32,135.2017676,34.6928637,200,26,078-271-5314,土砂災害：○，洪水：○，津波：○
2811000082,28110,こうべ小学校,神戸市中央区中山手通4-23-2,135.18247,34.6935569,300,39,078-221-2539,土砂災害：○，洪水：○，津波：○
2811000083,28110,海外移住と文化の交流センター,神戸市中央区山本通3-19-8,135.1846367,34.6974231,200,26,078-272-2362,土砂災害：×，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外の緊急避難場所（こうべ小学校）へ避難すること
2811000084,28110,神戸生田中学校,神戸市中央区北長狭通4-10-1,135.1856644,34.6899906,500,65,078-334-1850,土砂災害：○，洪水：○，津波：○
2811000085,28110,山の手小学校,神戸市中央区中山手通7-31-1,135.1757292,34.6906489,300,39,078-341-8911,土砂災害：○，洪水：○，津波：○
2811000086,28110,中央図書館,神戸市中央区楠町7-2-1,135.1741492,34.6856249,200,26,078-371-3301,土砂災害：○，洪水：○，津波：○
2811000087,28110,湊翔楠中学校,神戸市中央区楠町4-2-5,135.1716466,34.6839972,500,65,078-351-2152,土砂災害：○，洪水：○，津波：○
2811000088,28110,中央体育館,神戸市中央区楠町4-1-1,135.1744294,34.6827886,200,26,078-341-7971,土砂災害：○，洪水：○，津波：○
2811000089,28110,湊小学校,神戸市中央区東川崎町1-4-1,135.1808511,34.6768975,300,39,078-360-1200,土砂災害：○，洪水：○，津波：× 《津波時》中央幹線（高速神戸駅・多聞通）より北側へ避難すること
2811000090,28110,産業振興センター,神戸市中央区東川崎1-8-4,135.1817956,34.6806028,200,26,078-360-3214,土砂災害：○，洪水：○，津波：△ 《津波時》3階以上へ避難すること。
2811000091,28110,こうべまちづくり会館,神戸市中央区元町通4-2-14,135.1829065,34.6860973,200,26,078-361-4523,土砂災害：○，洪水：○，津波：× 《津波時》山手幹線より北側へ避難すること。
2811000092,28110,義務教育学校港島学園,神戸市中央区港島中町3-2-2,135.2140986,34.6696569,200,26,"078-302-1661,1771",土砂災害：－，洪水：－，津波：○
2811000093,28110,神戸国際展示場,神戸市中央区港島中町6-11-1,135.2126072,34.66373,200,26,078-302-1020,土砂災害：－，洪水：－，津波：○
2811000094,28110,ワールド記念ホール,神戸市中央区港島中町6-12-2,135.2101714,34.6639883,200,26,078-302-8781,土砂災害：－，洪水：－，津波：○
2811000095,28110,ポートアイランドスポーツセンター,神戸市中央区港島中町6-12-1,135.210735,34.6631078,200,26,078-302-1031,土砂災害：－，洪水：－，津波：○
2811000096,28110,バンドー神戸青少年科学館,神戸市中央区港島中町7-7-6,135.2182844,34.6659964,200,26,078-302-5177,土砂災害：－，洪水：－，津波：○
2811000097,28110,神戸学院大学,神戸市中央区港島1-1-3,135.2039939,34.6694625,200,26,078-974-1551,土砂災害：－，洪水：－，津波：○
2810500098,28105,神戸祇園小学校 (「祇」は「ネ」偏に「氏」),神戸市兵庫区下三条町11-1,135.166986,34.687911,300,39,078-511-2600,土砂災害：○，洪水：○，津波：○
2810500099,28105,雪御所児童館,神戸市兵庫区雪御所町1-8,135.165677,34.689391,200,26,078-521-7602,土砂災害：○，洪水：○，津波：○
2810500100,28105,建設局中央水環境センター鈴蘭台処理場,神戸市兵庫区烏原町字譲原,135.1482163,34.6984246,200,26,078-521-0020,土砂災害：×，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外（神戸祇園小学校）へ避難すること。
2810500101,28105,友生支援学校,神戸市兵庫区夢野町1-1-1,135.1603502,34.6862663,200,26,078-576-6120,土砂災害：○，洪水：○，津波：○
2810500102,28105,夢野中学校,神戸市兵庫区鵯越町10-1,135.153004,34.682073,500,65,078-511-5555,土砂災害：○，洪水：○，津波：○
2810500103,28105,夢野こどもホーム（一階地域交流スペース）,神戸市兵庫区夢野町4-3-13,135.1562126,34.6835817,200,26,078-511-3454,土砂災害：○，洪水：○，津波：○
2810500104,28105,夢野の丘小学校,神戸市兵庫区東山町4-20,135.1605583,34.6816692,300,39,078-521-7340,土砂災害：○，洪水：○，津波：○
2810500105,28105,会下山小学校,神戸市兵庫区上沢通1-3-26,135.1652133,34.6792201,300,39,078-577-1501,土砂災害：○，洪水：○，津波：○
2810500106,28105,湊川中学校・楠高校,神戸市兵庫区松本通1-1-1,135.1641303,34.6799525,500,65,078-521-4874,土砂災害：○，洪水：○，津波：○
2810500107,28105,神港橘高等学校,神戸市兵庫区会下山町3-16-1,135.156764,34.675209,700,91,078-579-2000,土砂災害：○，洪水：○，津波：○
2810500108,28105,兵庫大開小学校,神戸市兵庫区大開通4-1-39,135.1663192,34.67367,300,39,078-575-4773,土砂災害：○，洪水：○，津波：○
2810500109,28105,水木小学絞,神戸市兵庫区水木通9-1-8,135.1594761,34.6703563,200,26,078-575-8360,土砂災害：○，洪水：○，津波：○
2810500110,28105,兵庫中学校,神戸市兵庫区永沢町4-3-36,135.169955,34.6736533,500,65,078-577-0744,土砂災害：○，洪水：○，津波：○
2810500111,28105,明親小学校,神戸市兵庫区須佐野通4-1-19,135.1661081,34.6651625,300,39,078-651-2855,土砂災害：○，洪水：○，津波：○
2810500112,28105,須佐野中学絞,神戸市兵庫区松原通1-1-44,135.1697442,34.66446,200,26,078-671-4261,土砂災害：○，洪水：○，津波：△ 《津波時》明親小学校もしくは国道2号より山側へ避難することが困難な場合は利用可
2810500113,28105,和田岬小学校,神戸市兵庫区和田宮通6-1-18,135.1754714,34.65515,300,39,078-671-1105,土砂災害：○，洪水：○，津波：× 《津波時》ノエビアスタジアムへ避難すること
2810500114,28105,兵庫工業高校,神戸市兵庫区和田宮通2-1-63,135.1737856,34.659555,700,91,078-671-1431,土砂災害：○，洪水：○，津波：△ 《津波時》D棟３階以上へ避難すること
2810500115,28105,浜山小学校,神戸市兵庫区材木町4-2,135.1662009,34.6577497,300,39,078-651-3890,土砂災害：○，洪水：○，津波：○
2810500116,28105,吉田中学校,神戸市兵庫区吉田町1-5-1,135.1711849,34.6521824,500,65,078-681-3545,土砂災害：○，洪水：○，津波：× 《津波時》ノエビアスタジアムへ避難すること
2810500117,28105,高齢者ケアセンターひょうご,神戸市兵庫区里山町1-48,135.1409349,34.6926209,200,26,078-612-3335,土砂災害：○，洪水：○，津波：○
2810900118,28109,鵯台中学校,神戸市北区ひよどり台1-15-31,135.119395,34.6940922,500,65,078-743-0072,土砂災害：○，洪水：○，津波：－
2810900119,28109,ひよどり台小学校,神戸市北区ひよどり台3-3,135.1248861,34.6978361,300,39,078-743-0062,土砂災害：○，洪水：○，津波：－
2810900120,28109,星和台中学校,神戸市北区星和台1-6,135.1285742,34.7191089,500,65,078-593-8400,土砂災害：○，洪水：○，津波：－
2810900121,28109,星和台小学校,神戸市北区星和台6-21,135.123755,34.7238111,300,39,078-593-8200,土砂災害：○，洪水：○，津波：－
2810900122,28109,鈴蘭台中学校,神戸市北区北五葉2-10-32,135.1325319,34.7293744,500,65,078-591-4521,土砂災害：○，洪水：○，津波：－
2810900123,28109,北五葉小学校,神戸市北区北五葉3-7-1,135.1364567,34.7305658,300,39,078-591-1196,土砂災害：○，洪水：○，津波：－
2810900124,28109,藍那公民館,神戸市北区山田町藍那字北ノ町1,135.115937,34.733288,200,26,078-593-0303,土砂災害：×，洪水：○，津波：－ 《土砂災害時》地区内の別の避難場所へ避難すること。
2810900125,28109,君影小学校,神戸市北区君影町1-11-13,135.1362431,34.7143622,300,39,078-592-0059,土砂災害：○，洪水：○，津波：－
2810900126,28109,南五葉小学校,神戸市北区南五葉3-1-1,135.1335958,34.7220808,300,39,078-591-1314,土砂災害：○，洪水：○，津波：－
2810900127,28109,鈴蘭台小学校,神戸市北区鈴蘭台南町2-14-24,135.1409536,34.7253611,300,39,078-592-8181,土砂災害：○，洪水：○，津波：－
2810900128,28109,神戸鈴蘭台高等学校,神戸市北区山田町下谷上字中一里山9-107,135.1531139,34.7197425,700,91,078-591-1331,土砂災害：○，洪水：○，津波：－
2810900129,28109,小部小学校,神戸市北区鈴蘭台北町3-8-1,135.1481373,34.7296452,300,39,078-591-1761,土砂災害：○，洪水：○，津波：－
2810900130,28109,小部中学校,神戸市北区山田町小部字向井谷23-1,135.1552522,34.7304383,500,65,078-592-1177,土砂災害：○，洪水：○，津波：－
2810900131,28109,小部東小学校,神戸市北区鈴蘭台北町7-11-22,135.1570161,34.7277472,300,39,078-592-0086,土砂災害：○，洪水：○，津波：－
2810900132,28109,泉台小学校,神戸市北区泉台3-1-4,135.1374203,34.7384094,300,39,078-593-7771,土砂災害：○，洪水：○，津波：－
2810900133,28109,桜の宮小学校,神戸市北区若葉台1-3-15,135.1544244,34.7405872,300,39,078-591-1009,土砂災害：○，洪水：○，津波：－
2810900134,28109,桜の宮中学校,神戸市北区大脇台6-1,135.1598575,34.7381208,500,65,078-593-8001,土砂災害：○，洪水：○，津波：－
2810900135,28109,大原中学校,神戸市北区大原1-19,135.1439031,34.7459253,500,65,078-581-6661,土砂災害：○，洪水：○，津波：－
2810900136,28109,桂木小学校,神戸市北区桂木1-2-5,135.14575,34.7478194,300,39,078-582-4001,土砂災害：○，洪水：○，津波：－
2810900137,28109,甲緑小学校,神戸市北区緑町7-12-10,135.1501775,34.74457,300,39,078-581-1221,土砂災害：○，洪水：○，津波：－
2810900138,28109,箕谷小学校,神戸市北区松が枝町1-11,135.1494689,34.7582989,300,39,078-581-8030,土砂災害：○，洪水：○，津波：－
2810900139,28109,広陵小学校,神戸市北区筑紫が丘2-9-1,135.1652094,34.7484919,300,39,078-583-0191,土砂災害：○，洪水：○，津波：－
2810900140,28109,広陵中学校,神戸市北区小倉台5-1-1,135.1698603,34.749419,500,65,078-583-1313,土砂災害：○，洪水：○，津波：－
2810900141,28109,筑紫が丘小学校,神戸市北区筑紫が丘3-4-1,135.1626847,34.7442508,300,39,078-581-1006,土砂災害：○，洪水：○，津波：－
2810900142,28109,山田中学校,神戸市北区山田町下谷上字宮前15,135.15656,34.7631097,500,65,078-581-1068,土砂災害：△，洪水：○，津波：－ 《土砂災害時》正門及び西門が土砂災害警戒区域にあるため、東門を利用すること。
2810900143,28109,谷上小学校,神戸市北区山田町下谷上字中上16,135.1695683,34.763356,300,39,078-581-3351,土砂災害：×，洪水：○，津波：－ 《土砂災害時》土砂災害警戒区域外（山田中学校）へ避難すること
2810900144,28109,山田小学校,神戸市北区山田町中字長尾サ1,135.1315793,34.7655384,300,39,078-581-0055,土砂災害：○，洪水：○，津波：－
2810900145,28109,花山小学校,神戸市北区花山東町3-1,135.1851184,34.765207,300,39,078-583-1120,土砂災害：○，洪水：○，津波：－
2810900146,28109,大池中学校,神戸市北区西大池2-24-3,135.1959735,34.7722335,500,65,078-581-8034,土砂災害：○，洪水：○，津波：－
2810900147,28109,大池小学校,神戸市北区西大池2-24-1,135.1985989,34.7721855,300,39,078-581-8032,土砂災害：○，洪水：○，津波：－
2810900148,28109,六甲が丘会館,神戸市北区東大池1-5-8,135.2000142,34.7794996,200,26,078-981-8806,土砂災害：○，洪水：○，津波：－
2810900149,28109,唐櫃中学校,神戸市北区唐櫃台4-36-1,135.2116828,34.7849856,500,65,078-982-6461,土砂災害：○，洪水：○，津波：－
2810900150,28109,唐櫃小学校,神戸市北区唐櫃台2-39-1,135.2140461,34.789835,300,39,078-981-5926,土砂災害：○，洪水：○，津波：－
2810900151,28109,神戸北高等学校,神戸市北区唐櫃台2-41-1,135.2166767,34.7884603,700,91,078-981-0131,土砂災害：○，洪水：○，津波：－
2810900152,28109,有馬小学校,神戸市北区有馬町1274,135.2484678,34.8009372,300,39,078-904-0170,土砂災害：○，洪水：○，津波：－
2810900153,28109,五社ふれあい館,神戸市北区有野町有野878-1,135.2153928,34.8051587,200,26,-,土砂災害：○，洪水：○，津波：－
2810900154,28109,有馬中学校,神戸市北区有野台7-18,135.2264669,34.8096414,500,65,078-981-5101,土砂災害：○，洪水：○，津波：－
2810900155,28109,有野台小学校,神戸市北区有野台2-8,135.2256558,34.8123106,300,39,078-981-5111,土砂災害：○，洪水：○，津波：－
2810900156,28109,有野東小学校,神戸市北区有野台5-2,135.2298719,34.8137606,300,39,078-982-3051,土砂災害：○，洪水：○，津波：－
2810900157,28109,藤原台小学校,神戸市北区藤原台南町1-13-1,135.2081294,34.8128017,300,39,078-982-5880,土砂災害：○，洪水：○，津波：－
2810900158,28109,有野小学校,神戸市北区藤原台中町3-17-1,135.2178647,34.8206678,300,39,078-981-5341,土砂災害：○，洪水：○，津波：－
2810900159,28109,有野中学校,神戸市北区藤原台中町5-2-1,135.214115,34.8220619,500,65,078-982-2700,土砂災害：○，洪水：○，津波：－
2810900160,28109,有野北中学校,神戸市北区藤原台北町6-4-1,135.2231308,34.8297614,500,65,078-987-3057,土砂災害：○，洪水：○，津波：－
2810900161,28109,ＪＡ兵庫六甲（神戸北文化センター）,神戸市北区有野中町2-12-13,135.2261756,34.8266315,200,26,078-981-6550,土砂災害：○，洪水：○，津波：－
2810900162,28109,西山小学校,神戸市北区西山1-67,135.2182786,34.8388828,300,39,078-952-1800,土砂災害：○，洪水：○，津波：－
2810900163,28109,西二郎集会所,神戸市北区有野町有野3556-1,135.2270181,34.837994,200,26,-,土砂災害：○，洪水：○，津波：－
2810900164,28109,道場小学校,神戸市北区道場町塩田1460,135.2324854,34.86956563,300,39,078-985-4016,土砂災害：○，洪水：×，津波：－ 《水害時》地区内の別の避難場所へ避難すること
2810900165,28109,生野自治会館,神戸市北区道場町生野285,135.250965,34.866292,200,26,078-985-5322,土砂災害：○，洪水：○，津波：－
2810900166,28109,平田自治会館,神戸市北区道場町平田553,135.2390834,34.8514614,200,26,078-985-5866,土砂災害：○，洪水：○，津波：－
