避難所ID,自治体コード,名称,住所,x座標,y座標,避難所面積,収容可能人数,電話番号,付加情報
2820100174,28201,花の北市民広場,増位新町二丁目12,134.7105965,34.85677298,200,26,079-999-9999,-
2820100175,28201,林田公民館,林田町林田13,134.5809814,34.90433634,200,26,079-999-9999,-
2820100176,28201,林田小学校,林田町六九谷523,134.583199,34.9139592,300,39,079-999-9999,-
2820100177,28201,林田中学校,林田町林田33,134.5803385,34.90502225,500,65,079-999-9999,-
2820100178,28201,東公民館,幸町94,134.7049929,34.83160278,200,26,079-999-9999,-
2820100179,28201,東市民センター,花田町加納原田888-1,134.7278264,34.83274786,200,26,079-999-9999,-
2820100180,28201,東小学校,市之郷町二丁目34,134.7089516,34.82689433,300,39,079-999-9999,-
2820100181,28201,東中学校,別所町別所五丁目30-2,134.7523677,34.81511355,500,65,079-999-9999,-
2820100182,28201,旧東幼稚園,宮上町一丁目15-1,134.713514,34.83005303,200,26,079-999-9999,-
2820100183,28201,姫路工業高校,伊伝居600-1,134.6970752,34.84840381,700,91,079-999-9999,-
2820100184,28201,姫路高校,辻井九丁目1-10,134.6780799,34.85080324,700,91,079-999-9999,-
2820100185,28201,姫路飾西高校,飾西148-2,134.6360829,34.86106546,700,91,079-999-9999,-
2820100186,28201,姫路商業高校,井ノ口468,134.655871,34.82558585,700,91,079-999-9999,-
2820100187,28201,姫路市立好古学園大学校,田寺東二丁目2-1,134.6743276,34.85549943,200,26,079-999-9999,-
2820100188,28201,姫路西高校,北八代二丁目1-33,134.6950903,34.84958165,700,91,079-999-9999,-
2820100189,28201,姫路東高校,本町68-70,134.6989213,34.84050973,700,91,079-999-9999,-
2820100190,28201,姫路別所高校,別所町北宿303,134.7684342,34.80885629,700,91,079-999-9999,-
2820100191,28201,姫路南高校,大津区天満191-5,134.6099892,34.80287387,700,91,079-999-9999,-
2820100192,28201,兵庫県立大学姫路工学キャンパス,書写2167,134.6529546,34.87789542,200,26,079-999-9999,-
2820100193,28201,広畑公民館,広畑区本町一丁目53,134.6298022,34.80234496,200,26,079-999-9999,-
2820100194,28201,広畑市民センター,広畑区正門通一丁目7-3,134.6285015,34.80523771,200,26,079-999-9999,-
2820100195,28201,広畑小学校,広畑区清水町一丁目47,134.6323892,34.80438886,300,39,079-999-9999,-
2820100196,28201,広畑第二小学校,広畑区高浜町三丁目35,134.6213953,34.80146805,300,39,079-999-9999,-
2820100197,28201,広畑中学校,広畑区小松町三丁目83,134.6215513,34.80236895,500,65,079-999-9999,-
2820100198,28201,広峰公民館,城北新町一丁目11-23,134.6979462,34.85369522,200,26,079-999-9999,-
2820100199,28201,広峰小学校,峰南町2-1,134.695716,34.85751275,300,39,079-999-9999,-
2820100200,28201,広嶺中学校,峰南町2-43,134.695519,34.85994747,500,65,079-999-9999,-
2820100201,28201,船津小学校,船津町921-2,134.7574378,34.91879253,300,39,079-999-9999,-
2820100202,28201,ふれあいの館,船津町3288,134.7490282,34.92180952,200,26,079-999-9999,-
2820100203,28201,文化センター,西延末426-1,134.6768096,34.82406839,200,26,079-999-9999,-
2820100204,28201,別所公民館,別所町別所1717-4,134.7559021,34.80730377,200,26,079-999-9999,-
2820100205,28201,別所小学校,別所町別所673,134.7554851,34.8091265,300,39,079-999-9999,-
2820100206,28201,増位小学校,白国五丁目9-1,134.7028621,34.86346815,300,39,079-999-9999,-
2820100207,28201,増位中学校,増位新町二丁目4-1,134.7103845,34.85823381,500,65,079-999-9999,-
2820100208,28201,的形公民館,的形町的形1358-4,134.7397554,34.77751923,200,26,079-999-9999,-
2820100209,28201,的形小学校,的形町的形1619,134.7403523,34.77665137,300,39,079-999-9999,-
2820100210,28201,御国野公民館,御国野町御着1142-8,134.7408778,34.81883247,200,26,079-999-9999,-
2820100211,28201,御国野小学校,御国野町御着1049-3,134.742385,34.82089046,300,39,079-999-9999,-
2820100212,28201,水上小学校,西中島382,134.7137373,34.8549332,300,39,079-999-9999,-
2820100213,28201,南大津公民館,大津区勘兵衛町一丁目18-2,134.6146316,34.79141636,200,26,079-999-9999,-
2820100214,28201,南大津小学校,大津区真砂町40-2,134.6063454,34.78809744,300,39,079-999-9999,-
2820100215,28201,峰相公民館,六角278-3,134.6370734,34.88349209,200,26,079-999-9999,-
2820100216,28201,峰相小学校,打越582-1,134.6352815,34.884236,300,39,079-999-9999,-
2820100217,28201,妻鹿公民館,飾磨区妻鹿170-6,134.6943569,34.79195096,200,26,079-999-9999,-
2820100218,28201,妻鹿小学校,飾磨区妻鹿786-3,134.6952179,34.78886527,300,39,079-999-9999,-
2820100219,28201,八木公民館,木場1441-32,134.7248582,34.77848771,200,26,079-999-9999,-
2820100220,28201,八木小学校,八家24-2,134.7278746,34.78330023,300,39,079-999-9999,-
2820100221,28201,安室公民館,御立中三丁目3-7,134.6680835,34.86386657,200,26,079-999-9999,-
2820100222,28201,安室小学校,田寺六丁目11-12,134.6677266,34.85938706,300,39,079-999-9999,-
2820100223,28201,安室中学校,田寺東二丁目6-1,134.6720853,34.85563358,500,65,079-999-9999,-
2820100224,28201,安室東小学校,田寺東二丁目5-1,134.6730802,34.85541462,300,39,079-999-9999,-
2820100225,28201,山田公民館,山田町北山田109-6,134.7732992,34.91110033,200,26,079-999-9999,-
2820100226,28201,山田小学校,山田町北山田108,134.7740111,34.91124233,300,39,079-999-9999,-
2820100227,28201,八幡公民館,広畑区蒲田三丁目161,134.6427543,34.82603556,200,26,079-999-9999,-
2820100228,28201,八幡小学校,広畑区西蒲田1400-24,134.6368469,34.82494159,300,39,079-999-9999,-
2820100229,28201,夢前中学校,広畑区才226-1,134.6298289,34.81588947,500,65,079-999-9999,-
2820100230,28201,余部公民館,余部区上余部675-7,134.5702837,34.80149737,200,26,079-999-9999,-
2820100231,28201,余部小学校,余部区上余部643-1,134.5727693,34.80055661,300,39,079-999-9999,-
2820100232,28201,勝原公民館,勝原区宮田489-3,134.5962686,34.8141853,200,26,079-999-9999,-
2820100233,28201,兵庫県立大学姫路環境人間キャンパス,新在家本町一丁目1-12,134.6885507,34.84808822,200,26,079-999-9999,-
2820100234,28201,増位公民館,白国一丁目124－6,134.7047735,34.85734574,200,26,079-999-9999,-
2820100235,28201,城巽公民館,北条口三丁目29-3,134.6967123,34.8289134,200,26,079-999-9999,-
2820100236,28201,姫路獨協大学,上大野七丁目2-1,134.6888641,34.87330675,200,26,079-999-9999,-
2820100237,28201,図書館飾磨分館ホール,飾磨区下野田一丁目1,134.6779261,34.79916262,200,26,079-999-9999,-
2820100238,28201,前之庄公民館,夢前町前之庄2160,134.6849982,34.97304846,200,26,079-999-9999,-
2820100239,28201,姫路特別支援学校体育館,四郷町東阿保476-1,134.7151868,34.81391587,200,26,079-999-9999,-
2820100240,28201,姫路聴覚特別支援学校体育館,本町68-46,134.6872548,34.83668281,200,26,079-999-9999,-
2820100241,28201,書写養護学校体育館,書写台三丁目148番地1,134.6468461,34.86631665,200,26,079-999-9999,-
2820100242,28201,中央卸売市場管理棟,延末295,134.6809152,34.8225074,200,26,079-999-9999,-
2820100243,28201,埋蔵文化財センター,四郷町坂元414-1,134.7201063,34.81672121,200,26,079-999-9999,-
2820100244,28201,見野の郷交流館,四郷町見野964-5,134.7244221,34.80707987,200,26,079-999-9999,-
2820100245,28201,総合教育センター南館,北条口三丁目29,134.697073,34.82887126,200,26,079-999-9999,-
2820100246,28201,高岡公民館,東今宿五丁目3-40,134.6643191,34.84212425,200,26,079-999-9999,-
2820100247,28201,エコパークあぼし,網干区網干浜4-1,134.603389,34.76879557,200,26,079-999-9999,-
2820100248,28201,姫路しらさぎ特別支援学校体育館,苫編688－58,134.6542317,34.82268565,200,26,079-999-9999,-
2820100249,28201,曽左幼稚園,姫路市書写台一丁目62-1,134.6494947,34.87401126,200,26,079-999-9999,-
2820100250,28201,英賀保幼稚園,姫路市飾磨区英賀清水町二丁目73,134.6443871,34.80619483,200,26,079-999-9999,-
2820100251,28201,宮消防分団本部,姫路市家島町宮1061,134.5336367,34.67540802,200,26,079-999-9999,-
2820100252,28201,北部市民センター,夢前町前之庄2160,134.684817,34.972391,200,26,079-999-9999,-
2820100253,28201,安室東公民館,姫路市田寺東二丁目2-3,134.675527,34.855204,200,26,079-999-9999,-
2820100254,28201,兵庫県立子どもの館,太市中915-49,134.6241336,34.85365192,200,26,079-999-9999,-
2820100255,28201,姫路日ノ本短期大学・日ノ本学園高等学校,香寺町香呂890,134.729152,34.917793,700,91,079-999-9999,-
